caso_numero,victima_edad,victima_identidad_genero,victima_tipo,hecho_provincia,hecho_modalidad_comisiva,hecho_fecha,año,mes
759,37,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA,2016-11-05,2016,11
760,5,MUJER,VINCULADO,Entre Rios,APUÑALAMIENTO,2016-11-07,2016,11
760,7,MUJER,PRINCIPAL,Entre Rios,APUÑALAMIENTO,2016-11-07,2016,11
760,23,MUJER,PRINCIPAL,Entre Rios,APUÑALAMIENTO,2016-11-07,2016,11
760,23,HOMBRE,VINCULADO,Entre Rios,APUÑALAMIENTO,2016-11-07,2016,11
761,35,MUJER,PRINCIPAL,Entre Rios,OTROS,2016-11-09,2016,11
764,34,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA,2016-11-11,2016,11
767,35,MUJER,PRINCIPAL,Santa Fe,OTROS,2016-11-12,2016,11
765,26,MUJER,PRINCIPAL,Buenos Aires,OTROS,2016-11-13,2016,11
762,34,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-11-14,2016,11
763,39,MUJER,PRINCIPAL,Entre Rios,DEGOLLAMIENTO,2016-11-14,2016,11
766,38,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2016-11-17,2016,11
1168,25,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2016-11-20,2016,11
856,42,MUJER,PRINCIPAL,La Pampa,DEGOLLAMIENTO,2016-11-22,2016,11
758,18,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-11-24,2016,11
758,16,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-11-24,2016,11
783,36,HOMBRE,VINCULADO,Neuquen,DISPARO DE BALA,2016-11-27,2016,11
777,24,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2016-11-28,2016,11
770,28,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2016-12-01,2016,12
776,31,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
779,49,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
779,30,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2016-12-02,2016,12
775,32,MUJER,PRINCIPAL,Jujuy,ACUCHILLAMIENTO,2016-12-05,2016,12
773,15,MUJER,PRINCIPAL,Salta,AHORCAMIENTO,2016-12-05,2016,12
774,18,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-06,2016,12
778,40,MUJER,PRINCIPAL,Chubut,DEGOLLAMIENTO,2016-12-08,2016,12
789,30,MUJER,PRINCIPAL,Mendoza,INDEFINIDO,2016-12-10,2016,12
781,33,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2016-12-12,2016,12
780,36,HOMBRE,VINCULADO,Buenos Aires,DISPARO DE BALA,2016-12-14,2016,12
1142,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-12-14,2016,12
786,16,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2016-12-18,2016,12
784,47,MUJER,PRINCIPAL,Misiones,GOLPES,2016-12-18,2016,12
788,34,MUJER,PRINCIPAL,Tucuman,ESTRANGULAMIENTO,2016-12-21,2016,12
795,22,TRANSGENERO,PRINCIPAL,Buenos Aires,GOLPES,2016-12-22,2016,12
804,35,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2016-12-24,2016,12
791,29,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2016-12-24,2016,12
792,70,HOMBRE,VINCULADO,Entre Rios,ACUCHILLAMIENTO,2016-12-25,2016,12
790,45,HOMBRE,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
790,15,MUJER,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
790,44,MUJER,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
790,32,HOMBRE,VINCULADO,Santa Fe,APUÑALAMIENTO,2016-12-25,2016,12
796,31,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2016-12-27,2016,12
799,15,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-12-29,2016,12
798,22,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2016-12-29,2016,12
1128,58,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2016-12-29,2016,12
800,0,HOMBRE,VINCULADO,Santiago del Estero,GOLPES,2016-12-30,2016,12
802,42,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-01-04,2017,1
801,18,MUJER,PRINCIPAL,Salta,AHORCAMIENTO,2017-01-05,2017,1
803,35,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-01-06,2017,1
805,23,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-01-09,2017,1
1194,38,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-01-11,2017,1
806,18,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-01-12,2017,1
808,34,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2017-01-15,2017,1
811,25,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-01-16,2017,1
813,25,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-01-20,2017,1
1201,19,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-01-20,2017,1
812,39,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2017-01-21,2017,1
818,28,MUJER,PRINCIPAL,Salta,QUEMADURAS,2017-01-22,2017,1
1252,23,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-01-24,2017,1
819,53,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-01-25,2017,1
1216,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-01-25,2017,1
820,28,MUJER,PRINCIPAL,Chubut,GOLPES,2017-01-27,2017,1
823,44,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-01-27,2017,1
828,40,MUJER,PRINCIPAL,Corrientes,QUEMADURAS,2017-02-01,2017,2
821,26,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-02-01,2017,2
826,50,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-02-03,2017,2
826,15,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-02-03,2017,2
822,28,MUJER,PRINCIPAL,Tucuman,APUÑALAMIENTO,2017-02-04,2017,2
825,,HOMBRE,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-02-05,2017,2
825,,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-02-05,2017,2
825,,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-02-05,2017,2
825,55,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-02-05,2017,2
825,34,HOMBRE,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-02-05,2017,2
824,32,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-02-06,2017,2
1195,20,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2017-02-09,2017,2
831,42,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-02-11,2017,2
897,18,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-02-11,2017,2
830,16,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-02-12,2017,2
830,17,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-02-12,2017,2
829,42,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-02-12,2017,2
835,30,MUJER,PRINCIPAL,Jujuy,DEGOLLAMIENTO,2017-02-15,2017,2
835,8,MUJER,VINCULADO,Jujuy,DEGOLLAMIENTO,2017-02-15,2017,2
834,31,MUJER,PRINCIPAL,Mendoza,GOLPES,2017-02-15,2017,2
833,27,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-02-17,2017,2
836,20,MUJER,PRINCIPAL,Jujuy,ACUCHILLAMIENTO,2017-02-17,2017,2
1149,44,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-02-20,2017,2
837,33,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,11,MUJER,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,9,MUJER,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
837,3,HOMBRE,VINCULADO,Santiago del Estero,QUEMADURAS,2017-02-20,2017,2
837,12,HOMBRE,VINCULADO,Santiago del Estero,ACUCHILLAMIENTO,2017-02-20,2017,2
838,20,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-02-21,2017,2
901,18,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2017-02-23,2017,2
839,22,MUJER,PRINCIPAL,Buenos Aires,Empalamiento,2017-02-24,2017,2
842,54,MUJER,PRINCIPAL,Salta,GOLPES,2017-02-24,2017,2
840,67,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-02-27,2017,2
841,35,MUJER,PRINCIPAL,Entre Rios,GOLPES,2017-02-28,2017,2
1150,28,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2017-03-01,2017,3
862,22,MUJER,PRINCIPAL,Salta,INDEFINIDO,2017-03-01,2017,3
1151,30,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA,2017-03-02,2017,3
843,36,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-05,2017,3
1068,26,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-03-07,2017,3
845,53,MUJER,PRINCIPAL,Cordoba,GOLPES,2017-03-10,2017,3
844,43,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2017-03-12,2017,3
846,48,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-13,2017,3
929,46,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-03-15,2017,3
850,17,MUJER,PRINCIPAL,Salta,DEGOLLAMIENTO,2017-03-18,2017,3
1207,17,MUJER,PRINCIPAL,Salta,APUÑALAMIENTO,2017-03-18,2017,3
1153,36,MUJER,PRINCIPAL,Formosa,DESCUARTIZAMIENTO,2017-03-19,2017,3
853,16,MUJER,PRINCIPAL,San Luis,DISPARO DE BALA,2017-03-19,2017,3
849,22,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2017-03-20,2017,3
854,36,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-03-21,2017,3
1154,67,MUJER,PRINCIPAL,Corrientes,ABUSO SEXUAL,2017-03-21,2017,3
852,50,MUJER,PRINCIPAL,Jujuy,GOLPES,2017-03-21,2017,3
867,30,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-03-22,2017,3
857,31,MUJER,PRINCIPAL,Jujuy,ESTRANGULAMIENTO,2017-03-22,2017,3
855,12,MUJER,PRINCIPAL,San Luis,ESTRANGULAMIENTO,2017-03-22,2017,3
1155,19,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-03-24,2017,3
858,,MUJER,PRINCIPAL,Buenos Aires,DESBARRANCAMIENTO,2017-03-27,2017,3
860,43,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-03-30,2017,3
859,42,MUJER,PRINCIPAL,La Rioja,APUÑALAMIENTO,2017-03-30,2017,3
861,36,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2017-03-31,2017,3
866,21,MUJER,PRINCIPAL,Entre Rios,ESTRANGULAMIENTO,2017-04-01,2017,4
894,22,MUJER,PRINCIPAL,Buenos Aires,DESCUARTIZAMIENTO,2017-04-02,2017,4
864,16,MUJER,PRINCIPAL,Misiones,ESTRANGULAMIENTO,2017-04-02,2017,4
955,21,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-04-02,2017,4
872,10,MUJER,PRINCIPAL,Corrientes,ABUSO SEXUAL,2017-04-04,2017,4
1157,46,MUJER,PRINCIPAL,San Juan,DISPARO DE BALA,2017-04-04,2017,4
868,19,MUJER,PRINCIPAL,Cordoba,INDEFINIDO,2017-04-08,2017,4
875,56,MUJER,PRINCIPAL,Buenos Aires,DESCUARTIZAMIENTO,2017-04-09,2017,4
1158,50,MUJER,PRINCIPAL,Formosa,GOLPES,2017-04-09,2017,4
870,43,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-04-09,2017,4
883,3,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2017-04-11,2017,4
1161,3,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-04-11,2017,4
881,49,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-04-13,2017,4
874,43,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-04-14,2017,4
873,16,MUJER,PRINCIPAL,Tucuman,ABUSO SEXUAL,2017-04-14,2017,4
884,1,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2017-04-15,2017,4
885,29,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-04-16,2017,4
880,27,MUJER,PRINCIPAL,Misiones,ACUCHILLAMIENTO,2017-04-17,2017,4
886,41,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-04-17,2017,4
891,35,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-04-19,2017,4
1162,61,MUJER,PRINCIPAL,Tierra del Fuego,DISPARO DE BALA,2017-04-19,2017,4
882,48,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2017-04-20,2017,4
933,31,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-04-20,2017,4
893,21,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2017-04-22,2017,4
889,52,MUJER,PRINCIPAL,Mendoza,AHORCAMIENTO,2017-04-23,2017,4
888,,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2017-04-23,2017,4
1164,24,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-04-25,2017,4
906,17,MUJER,PRINCIPAL,Cordoba,ATROPELLAMIENTO,2017-04-26,2017,4
1167,47,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-04-26,2017,4
1169,28,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-04-27,2017,4
898,1,MUJER,PRINCIPAL,Mendoza,ATROPELLAMIENTO,2017-04-27,2017,4
895,SE,MUJER,PRINCIPAL,Santiago del Estero,ACUCHILLAMIENTO,2017-04-28,2017,4
896,15,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-04-29,2017,4
899,15,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-05-04,2017,5
902,22,MUJER,PRINCIPAL,Jujuy,QUEMADURAS,2017-05-04,2017,5
1074,52,MUJER,PRINCIPAL,Santa Cruz,ESTRANGULAMIENTO,2017-05-05,2017,5
905,17,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-05-06,2017,5
907,,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO,2017-05-07,2017,5
904,50,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2017-05-09,2017,5
909,36,MUJER,PRINCIPAL,Catamarca,ACUCHILLAMIENTO,2017-05-14,2017,5
910,50,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2017-05-14,2017,5
912,52,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-05-16,2017,5
1172,62,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2017-05-19,2017,5
914,21,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-05-23,2017,5
916,22,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-05-27,2017,5
917,35,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-05-28,2017,5
919,46,MUJER,PRINCIPAL,Cordoba,DESCUARTIZAMIENTO,2017-05-28,2017,5
918,40,MUJER,PRINCIPAL,Santiago del Estero,APUÑALAMIENTO,2017-06-01,2017,6
941,52,MUJER,PRINCIPAL,San Juan,ACUCHILLAMIENTO,2017-06-02,2017,6
921,3,HOMBRE,VINCULADO,Salta,ENVENENAMIENTO,2017-06-05,2017,6
921,26,MUJER,PRINCIPAL,Salta,ENVENENAMIENTO,2017-06-05,2017,6
924,10,MUJER,VINCULADO,Neuquen,DISPARO DE BALA,2017-06-08,2017,6
925,18,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-06-10,2017,6
928,33,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2017-06-11,2017,6
926,39,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-06-11,2017,6
922,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-06-12,2017,6
934,19,MUJER,PRINCIPAL,Formosa,ABUSO SEXUAL,2017-06-16,2017,6
927,46,MUJER,PRINCIPAL,Cordoba,DESCUARTIZAMIENTO,2017-06-17,2017,6
930,27,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-06-19,2017,6
982,18,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-06-20,2017,6
932,20,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-06-22,2017,6
935,17,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-06-25,2017,6
937,25,MUJER,PRINCIPAL,Chaco,ASFIXIA,2017-06-27,2017,6
936,37,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2017-06-27,2017,6
944,32,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-06-28,2017,6
940,31,MUJER,PRINCIPAL,San Luis,GOLPES,2017-06-28,2017,6
1209,19,MUJER,PRINCIPAL,Santa Fe,AHOGAMIENTO,2017-07-01,2017,7
942,23,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-07-03,2017,7
946,27,MUJER,PRINCIPAL,Chubut,ACUCHILLAMIENTO,2017-07-03,2017,7
950,19,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-07-05,2017,7
1156,,TRANSGENERO,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2017-07-05,2017,7
951,7,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2017-07-06,2017,7
951,43,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-07-06,2017,7
954,19,MUJER,PRINCIPAL,Buenos Aires,OTROS,2017-07-08,2017,7
952,26,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2017-07-08,2017,7
953,31,MUJER,PRINCIPAL,Santiago del Estero,ESTRANGULAMIENTO,2017-07-09,2017,7
958,38,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO,2017-07-12,2017,7
961,37,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-07-12,2017,7
971,39,MUJER,PRINCIPAL,Jujuy,GOLPES,2017-07-13,2017,7
966,13,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2017-07-14,2017,7
965,27,MUJER,VINCULADO,Cordoba,DISPARO DE BALA,2017-07-14,2017,7
970,18,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-07-15,2017,7
967,73,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-07-15,2017,7
970,18,HOMBRE,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-07-15,2017,7
964,66,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-07-15,2017,7
1159,16,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO,2017-07-17,2017,7
1160,5,MUJER,PRINCIPAL,Cordoba,ABUSO SEXUAL,2017-07-19,2017,7
969,55,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-07-20,2017,7
1166,60,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1166,20,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1166,23,HOMBRE,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
1166,1,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2017-07-20,2017,7
974,67,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-07-21,2017,7
972,,MUJER,PRINCIPAL,Neuquen,QUEMADURAS,2017-07-24,2017,7
975,67,MUJER,VINCULADO,Corrientes,DISPARO DE BALA,2017-07-25,2017,7
976,36,TRANSGENERO,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-07-25,2017,7
977,27,MUJER,PRINCIPAL,Corrientes,GOLPES,2017-07-28,2017,7
979,16,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-08-04,2017,8
980,41,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2017-08-07,2017,8
981,22,MUJER,PRINCIPAL,Buenos Aires,AHORCAMIENTO,2017-08-08,2017,8
984,,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-08-08,2017,8
983,80,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2017-08-09,2017,8
983,46,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-08-09,2017,8
1171,2,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-08-09,2017,8
1000,31,TRANSGENERO,PRINCIPAL,Tucuman,ASFIXIA,2017-08-12,2017,8
986,21,MUJER,PRINCIPAL,Salta,ENVENENAMIENTO,2017-08-17,2017,8
987,20,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-08-19,2017,8
990,27,MUJER,PRINCIPAL,Jujuy,GOLPES,2017-08-20,2017,8
978,65,MUJER,VINCULADO,Buenos Aires,ACUCHILLAMIENTO,2017-08-23,2017,8
978,36,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-08-23,2017,8
991,19,MUJER,PRINCIPAL,Salta,ESTRANGULAMIENTO,2017-08-26,2017,8
994,20,MUJER,PRINCIPAL,Cordoba,APUÑALAMIENTO,2017-08-27,2017,8
1003,22,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2017-09-01,2017,9
1163,23,MUJER,PRINCIPAL,Corrientes,ACUCHILLAMIENTO,2017-09-03,2017,9
995,0,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2017-09-05,2017,9
1004,13,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-07,2017,9
1005,43,TRANSGENERO,PRINCIPAL,Buenos Aires,GOLPES,2017-09-09,2017,9
999,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-09,2017,9
