caso_numero,victima_edad,victima_identidad_genero,victima_tipo,hecho_provincia,hecho_modalidad_comisiva,hecho_fecha,año,mes
998,19,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-09,2017,9
1001,22,MUJER,PRINCIPAL,Santiago del Estero,ESTRANGULAMIENTO,2017-09-11,2017,9
1002,47,MUJER,PRINCIPAL,Catamarca,DISPARO DE BALA,2017-09-12,2017,9
1059,21,MUJER,PRINCIPAL,Santiago del Estero,AHORCAMIENTO,2017-09-12,2017,9
1006,31,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-17,2017,9
1045,74,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-20,2017,9
1007,39,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-09-21,2017,9
1008,25,MUJER,PRINCIPAL,Salta,GOLPES,2017-09-21,2017,9
1050,25,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2017-09-23,2017,9
1165,49,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-09-27,2017,9
1017,36,MUJER,PRINCIPAL,Neuquen,APUÑALAMIENTO,2017-09-28,2017,9
1010,35,MUJER,PRINCIPAL,Cordoba,DEGOLLAMIENTO,2017-09-29,2017,9
1177,42,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2017-09-29,2017,9
1009,40,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-09-30,2017,9
1011,51,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-09-30,2017,9
1012,25,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-10-06,2017,10
1013,20,HOMBRE,VINCULADO,Santiago del Estero,DESCUARTIZAMIENTO,2017-10-06,2017,10
1013,62,MUJER,PRINCIPAL,Santiago del Estero,DESCUARTIZAMIENTO,2017-10-06,2017,10
1170,25,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-10-07,2017,10
1178,24,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-10-08,2017,10
1014,29,MUJER,PRINCIPAL,Catamarca,AHORCAMIENTO,2017-10-09,2017,10
1015,43,MUJER,PRINCIPAL,Cordoba,GOLPES,2017-10-17,2017,10
1016,26,TRANSGENERO,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,2017-10-18,2017,10
1018,20,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-10-20,2017,10
1019,37,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-10-23,2017,10
1020,22,MUJER,PRINCIPAL,Chaco,GOLPES,2017-10-24,2017,10
1021,33,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2017-10-24,2017,10
1021,2,MUJER,VINCULADO,Santa Fe,ACUCHILLAMIENTO,2017-10-24,2017,10
1022,27,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO,2017-10-25,2017,10
1023,54,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA,2017-10-28,2017,10
1024,23,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-10-29,2017,10
1173,24,MUJER,PRINCIPAL,Santa Fe,OTROS,2017-11-06,2017,11
1026,22,MUJER,PRINCIPAL,Santa Fe,GOLPES,2017-11-07,2017,11
1175,14,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-11-09,2017,11
1027,26,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-11-11,2017,11
1179,65,HOMBRE,VINCULADO,Neuquen,GOLPES,2017-11-13,2017,11
1180,31,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-11-20,2017,11
1061,35,MUJER,PRINCIPAL,Jujuy,QUEMADURAS,2017-11-21,2017,11
1147,23,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-11-22,2017,11
1184,30,MUJER,PRINCIPAL,Tucuman,GOLPES,2017-11-23,2017,11
1185,21,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-11-24,2017,11
1028,44,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO,2017-11-25,2017,11
1187,85,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2017-11-25,2017,11
1036,1,HOMBRE,VINCULADO,Catamarca,QUEMADURAS,2017-11-27,2017,11
1036,22,MUJER,PRINCIPAL,Catamarca,QUEMADURAS,2017-11-27,2017,11
1031,34,MUJER,PRINCIPAL,Formosa,ACUCHILLAMIENTO,2017-11-29,2017,11
1190,3,MUJER,PRINCIPAL,Mendoza,GOLPES,2017-11-29,2017,11
1032,38,MUJER,PRINCIPAL,Salta,DISPARO DE BALA,2017-12-01,2017,12
1040,32,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-12-02,2017,12
1039,26,MUJER,PRINCIPAL,Misiones,ASFIXIA,2017-12-02,2017,12
1182,20,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-03,2017,12
1034,19,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-12-06,2017,12
1035,75,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-06,2017,12
1048,17,MUJER,PRINCIPAL,Salta,ASFIXIA,2017-12-07,2017,12
1041,64,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-08,2017,12
1043,42,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2017-12-08,2017,12
1037,20,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-12-08,2017,12
1047,20,MUJER,PRINCIPAL,Tucuman,QUEMADURAS,2017-12-08,2017,12
1042,43,MUJER,PRINCIPAL,Misiones,DISPARO DE BALA,2017-12-09,2017,12
1038,32,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2017-12-11,2017,12
1198,48,MUJER,VINCULADO,Buenos Aires,DISPARO DE BALA,2017-12-13,2017,12
1057,41,MUJER,PRINCIPAL,Chaco,DISPARO DE BALA,2017-12-13,2017,12
1066,26,MUJER,PRINCIPAL,Salta,GOLPES,2017-12-17,2017,12
1053,24,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2017-12-18,2017,12
1049,52,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2017-12-19,2017,12
1044,42,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-12-19,2017,12
1192,47,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-12-22,2017,12
1196,30,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2017-12-24,2017,12
1065,50,MUJER,PRINCIPAL,Corrientes,OTROS,2017-12-24,2017,12
1199,17,MUJER,PRINCIPAL,Santiago del Estero,DEGOLLAMIENTO,2017-12-24,2017,12
1055,53,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2017-12-25,2017,12
1060,18,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2017-12-25,2017,12
1078,49,MUJER,PRINCIPAL,Santa Fe,OTROS,2017-12-28,2017,12
1062,34,TRANSGENERO,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2017-12-29,2017,12
1064,19,MUJER,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,20,HOMBRE,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,19,MUJER,VINCULADO,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1064,,MUJER,VINCULADO,Santa Fe,INDEFINIDO,2017-12-29,2017,12
1064,35,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-29,2017,12
1183,29,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2017-12-31,2017,12
1067,16,MUJER,PRINCIPAL,Corrientes,ABUSO SEXUAL,2018-01-02,2018,1
1063,60,MUJER,PRINCIPAL,Jujuy,INDEFINIDO,2018-01-04,2018,1
1058,23,MUJER,PRINCIPAL,Santa Fe,AHORCAMIENTO,2018-01-06,2018,1
1051,31,MUJER,PRINCIPAL,La Rioja,GOLPES,2018-01-08,2018,1
1052,25,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-01-10,2018,1
1054,39,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,2018-01-11,2018,1
1200,28,MUJER,PRINCIPAL,Buenos Aires,AHOGAMIENTO,2018-01-13,2018,1
1113,16,MUJER,PRINCIPAL,Formosa,ABUSO SEXUAL,2018-01-13,2018,1
1101,47,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2018-01-14,2018,1
1070,4,MUJER,PRINCIPAL,Cordoba,ABUSO SEXUAL,2018-01-15,2018,1
1071,53,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-01-22,2018,1
1072,50,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2018-01-24,2018,1
1073,38,MUJER,PRINCIPAL,San Luis,AHORCAMIENTO,2018-01-28,2018,1
1116,20,MUJER,PRINCIPAL,Chaco,APUÑALAMIENTO,2018-01-29,2018,1
1076,43,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-02-01,2018,2
1082,27,MUJER,PRINCIPAL,Corrientes,ACUCHILLAMIENTO,2018-02-04,2018,2
1081,38,MUJER,PRINCIPAL,Chubut,QUEMADURAS,2018-02-05,2018,2
1094,59,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA,2018-02-05,2018,2
1084,54,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2018-02-08,2018,2
1083,45,TRANSGENERO,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2018-02-09,2018,2
1086,14,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-02-10,2018,2
1087,25,MUJER,PRINCIPAL,Mendoza,GOLPES,2018-02-13,2018,2
1087,51,MUJER,VINCULADO,Mendoza,GOLPES,2018-02-13,2018,2
1087,7,HOMBRE,VINCULADO,Mendoza,ESTRANGULAMIENTO,2018-02-13,2018,2
1085,60,MUJER,PRINCIPAL,Jujuy,QUEMADURAS,2018-02-14,2018,2
1080,64,MUJER,PRINCIPAL,Misiones,DISPARO DE BALA,2018-02-14,2018,2
1077,19,MUJER,PRINCIPAL,Santa Fe,ACUCHILLAMIENTO,2018-02-14,2018,2
1222,16,MUJER,PRINCIPAL,Salta,GOLPES,2018-02-16,2018,2
1117,,TRANSGENERO,PRINCIPAL,Tucuman,INDEFINIDO,2018-02-19,2018,2
1089,32,MUJER,PRINCIPAL,Mendoza,GOLPES,2018-02-20,2018,2
1079,30,MUJER,PRINCIPAL,Neuquen,ACUCHILLAMIENTO,2018-02-22,2018,2
1079,7,MUJER,VINCULADO,Neuquen,ACUCHILLAMIENTO,2018-02-22,2018,2
1088,11,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-02-25,2018,2
1091,23,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-02-28,2018,2
1106,21,MUJER,PRINCIPAL,Buenos Aires,ASFIXIA,2018-02-28,2018,2
1090,31,MUJER,PRINCIPAL,Buenos Aires,DEGOLLAMIENTO,2018-03-02,2018,3
1123,59,MUJER,PRINCIPAL,Mendoza,APUÑALAMIENTO,2018-03-05,2018,3
1092,43,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA,2018-03-08,2018,3
1208,,MUJER,PRINCIPAL,Salta,ASFIXIA,2018-03-20,2018,3
1097,30,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-03-25,2018,3
1105,30,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-03-25,2018,3
1217,32,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2018-03-26,2018,3
1098,44,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2018-03-26,2018,3
1100,69,MUJER,PRINCIPAL,Neuquen,GOLPES,2018-03-29,2018,3
1102,26,MUJER,PRINCIPAL,Tucuman,OTROS,2018-03-30,2018,3
1103,23,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-04-02,2018,4
1108,31,MUJER,PRINCIPAL,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1108,11,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1108,8,MUJER,VINCULADO,Buenos Aires,QUEMADURAS,2018-04-06,2018,4
1111,16,MUJER,PRINCIPAL,Santa Fe,OTROS,2018-04-13,2018,4
1107,18,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2018-04-15,2018,4
1107,22,MUJER,PRINCIPAL,Chaco,DEGOLLAMIENTO,2018-04-15,2018,4
1114,30,MUJER,PRINCIPAL,Mendoza,DISPARO DE BALA,2018-04-16,2018,4
1118,57,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-04-18,2018,4
1112,38,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-04-20,2018,4
1115,38,MUJER,PRINCIPAL,Chaco,INDEFINIDO,2018-04-21,2018,4
1109,51,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-04-23,2018,4
1110,50,MUJER,PRINCIPAL,Cordoba,APUÑALAMIENTO,2018-05-02,2018,5
1122,43,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-05-03,2018,5
1119,44,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-05-10,2018,5
1120,60,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-05-14,2018,5
1130,30,MUJER,PRINCIPAL,Misiones,AHORCAMIENTO,2018-05-15,2018,5
1121,38,MUJER,PRINCIPAL,Cordoba,ABUSO SEXUAL,2018-05-18,2018,5
1124,32,HOMBRE,VINCULADO,Mendoza,INDEFINIDO,2018-05-25,2018,5
1124,40,HOMBRE,VINCULADO,Mendoza,ATROPELLAMIENTO,2018-05-25,2018,5
1131,33,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-05-28,2018,5
1126,56,MUJER,PRINCIPAL,Rio Negro,APUÑALAMIENTO,2018-05-29,2018,5
1125,68,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-06-03,2018,6
1127,40,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-06-05,2018,6
1145,60,MUJER,PRINCIPAL,Rio Negro,DISPARO DE BALA,2018-06-05,2018,6
1129,58,MUJER,PRINCIPAL,Entre Rios,GOLPES,2018-06-07,2018,6
1129,30,MUJER,PRINCIPAL,Entre Rios,GOLPES,2018-06-07,2018,6
1138,19,MUJER,PRINCIPAL,Corrientes,GOLPES,2018-06-11,2018,6
1132,25,MUJER,PRINCIPAL,Chubut,APUÑALAMIENTO,2018-06-14,2018,6
1134,38,MUJER,PRINCIPAL,Corrientes,APUÑALAMIENTO,2018-06-17,2018,6
1189,48,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-06-18,2018,6
1136,35,MUJER,PRINCIPAL,Buenos Aires,ESTRANGULAMIENTO,2018-06-19,2018,6
1137,27,MUJER,PRINCIPAL,San Juan,DESCUARTIZAMIENTO,2018-06-19,2018,6
1133,30,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2018-06-19,2018,6
1141,24,MUJER,PRINCIPAL,San Juan,APUÑALAMIENTO,2018-06-27,2018,6
1139,43,MUJER,VINCULADO,Cordoba,INDEFINIDO,2018-06-28,2018,6
1139,21,HOMBRE,VINCULADO,Cordoba,DISPARO DE BALA,2018-06-28,2018,6
1140,30,MUJER,PRINCIPAL,Rio Negro,ACUCHILLAMIENTO,2018-06-28,2018,6
1148,19,MUJER,PRINCIPAL,Santa Fe,DISPARO DE BALA,2018-07-05,2018,7
1181,39,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-07-08,2018,7
1144,37,MUJER,PRINCIPAL,Chubut,DISPARO DE BALA,2018-07-08,2018,7
1146,26,MUJER,PRINCIPAL,Tucuman,AHORCAMIENTO,2018-07-16,2018,7
1174,28,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-07-17,2018,7
1176,22,MUJER,PRINCIPAL,Mendoza,ACUCHILLAMIENTO,2018-07-22,2018,7
1176,47,MUJER,VINCULADO,Mendoza,ACUCHILLAMIENTO,2018-07-22,2018,7
1176,4,HOMBRE,VINCULADO,Mendoza,ACUCHILLAMIENTO,2018-07-22,2018,7
1188,17,MUJER,PRINCIPAL,Misiones,DISPARO DE BALA,2018-07-22,2018,7
1186,19,MUJER,PRINCIPAL,Entre Rios,ACUCHILLAMIENTO,2018-07-25,2018,7
1193,29,MUJER,VINCULADO,Tucuman,DISPARO DE BALA,2018-08-03,2018,8
1193,23,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,2018-08-03,2018,8
1197,52,MUJER,PRINCIPAL,Misiones,ACUCHILLAMIENTO,2018-08-20,2018,8
1206,33,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-08-24,2018,8
1205,15,MUJER,PRINCIPAL,Cordoba,GOLPES,2018-08-24,2018,8
1204,38,MUJER,PRINCIPAL,Cordoba,GOLPES,2018-08-25,2018,8
1203,16,MUJER,PRINCIPAL,Santa Fe,ABUSO SEXUAL,2018-08-25,2018,8
1227,29,MUJER,PRINCIPAL,Formosa,DISPARO DE BALA,2018-08-30,2018,8
1218,22,MUJER,PRINCIPAL,La Pampa,ACUCHILLAMIENTO,2018-09-04,2018,9
1212,22,MUJER,PRINCIPAL,Misiones,ESTRANGULAMIENTO,2018-09-10,2018,9
1220,39,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-09-11,2018,9
1213,43,MUJER,PRINCIPAL,Santiago del Estero,GOLPES,2018-09-12,2018,9
1210,20,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-09-16,2018,9
1210,54,MUJER,PRINCIPAL,Cordoba,DISPARO DE BALA,2018-09-16,2018,9
1225,29,MUJER,PRINCIPAL,Misiones,ACUCHILLAMIENTO,2018-09-16,2018,9
1221,30,MUJER,PRINCIPAL,Formosa,DISPARO DE BALA,2018-09-18,2018,9
1215,39,MUJER,PRINCIPAL,Salta,APUÑALAMIENTO,2018-09-21,2018,9
1226,14,MUJER,PRINCIPAL,Tucuman,INDEFINIDO,2018-09-21,2018,9
1224,27,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA,2018-09-24,2018,9
1228,23,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-10-01,2018,10
1229,49,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-10-03,2018,10
1245,40,MUJER,PRINCIPAL,Corrientes,GOLPES,2018-10-05,2018,10
1230,55,MUJER,PRINCIPAL,Rio Negro,GOLPES,2018-10-10,2018,10
1238,19,MUJER,PRINCIPAL,Chaco,ACUCHILLAMIENTO,2018-10-13,2018,10
1235,30,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2018-10-14,2018,10
1240,25,MUJER,PRINCIPAL,Buenos Aires,Empalamiento,2018-10-14,2018,10
1239,56,MUJER,PRINCIPAL,Cordoba,ESTRANGULAMIENTO,2018-10-15,2018,10
1234,10,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-10-18,2018,10
1236,23,MUJER,PRINCIPAL,Santa Fe,QUEMADURAS,2018-10-22,2018,10
1247,9,MUJER,PRINCIPAL,Buenos Aires,ABUSO SEXUAL,2018-10-25,2018,10
1233,49,MUJER,PRINCIPAL,Salta,ACUCHILLAMIENTO,2018-10-25,2018,10
1231,58,MUJER,PRINCIPAL,Corrientes,ACUCHILLAMIENTO,2018-10-27,2018,10
1232,19,MUJER,PRINCIPAL,Tucuman,ACUCHILLAMIENTO,2018-10-27,2018,10
1241,46,MUJER,PRINCIPAL,Mendoza,GOLPES,2018-10-28,2018,10
1242,41,MUJER,PRINCIPAL,Entre Rios,DISPARO DE BALA,2018-10-30,2018,10
1248,17,MUJER,PRINCIPAL,Cordoba,ABUSO SEXUAL,2018-11-04,2018,11
1243,39,MUJER,PRINCIPAL,Mendoza,DEGOLLAMIENTO,2018-11-05,2018,11
1244,37,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-11-06,2018,11
1253,20,MUJER,PRINCIPAL,Santa Fe,APUÑALAMIENTO,2018-11-07,2018,11
1250,39,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-11-09,2018,11
1223,27,MUJER,PRINCIPAL,Salta,GOLPES,2018-11-10,2018,11
1251,29,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,2018-11-14,2018,11
1254,34,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,2018-11-21,2018,11
1257,34,MUJER,PRINCIPAL,Entre Rios,APUÑALAMIENTO,2018-12-02,2018,12
1255,46,MUJER,PRINCIPAL,Buenos Aires,APUÑALAMIENTO,2018-12-09,2018,12
1256,56,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-12-09,2018,12
1261,51,MUJER,PRINCIPAL,Buenos Aires,GOLPES,2018-12-16,2018,12
1259,27,MUJER,PRINCIPAL,Santiago del Estero,DISPARO DE BALA,2019-01-01,2019,1
1258,61,MUJER,PRINCIPAL,Buenos Aires,ACUCHILLAMIENTO,2019-01-06,2019,1
1260,24,MUJER,PRINCIPAL,Cordoba,ABUSO SEXUAL,2019-01-07,2019,1
477,85,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,S/D,,
672,70,HOMBRE,VINCULADO,Buenos Aires,OTROS,S/D,,
672,22,MUJER,VINCULADO,Buenos Aires,OTROS,S/D,,
672,52,MUJER,PRINCIPAL,Buenos Aires,OTROS,S/D,,
672,19,MUJER,VINCULADO,Buenos Aires,OTROS,S/D,,
672,24,HOMBRE,VINCULADO,Buenos Aires,OTROS,S/D,,
419,14,MUJER,PRINCIPAL,Buenos Aires,DISPARO DE BALA,S/D,,
504,,MUJER,PRINCIPAL,Chaco,QUEMADURAS,S/D,,
138,41,MUJER,PRINCIPAL,Cordoba,ACUCHILLAMIENTO,S/D,,
499,39,MUJER,PRINCIPAL,Corrientes,ACUCHILLAMIENTO,S/D,,
512,21,MUJER,PRINCIPAL,Formosa,APUÑALAMIENTO,S/D,,
890,40,MUJER,PRINCIPAL,Mendoza,DESCUARTIZAMIENTO,S/D,,
505,43,MUJER,PRINCIPAL,Misiones,QUEMADURAS,S/D,,
182,39,MUJER,PRINCIPAL,Neuquen,DISPARO DE BALA,S/D,,
262,23,MUJER,PRINCIPAL,Rio Negro,GOLPES,S/D,,
1143,,MUJER,PRINCIPAL,Rio Negro,INDEFINIDO,S/D,,
601,37,MUJER,PRINCIPAL,San Juan,GOLPES,S/D,,
522,26,TRANSGENERO,PRINCIPAL,Santa Cruz,INDEFINIDO,S/D,,
511,20,MUJER,PRINCIPAL,Tucuman,DISPARO DE BALA,S/D,,
517,18,MUJER,PRINCIPAL,Mendoza,QUEMADURAS,S/D,,
531,35,MUJER,PRINCIPAL,Mendoza,ACUCHILLAMIENTO,S/D,,
432,32,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,S/D,,
430,49,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,S/D,,
425,45,MUJER,PRINCIPAL,Buenos Aires,INDEFINIDO,S/D,,